Device,Experiment,Replicate,Plate Name,Animal Description,Plate Position Name,Plate Row,Plate Column,Plate Center Position X (inches),Plate Center Position Y (inches),Plate Size X (inches),Plate Size Y (inches),Strain,Genotype,Condition1,Condition2,Condition 3,Culturing Temperature,Experiment Temperature,Food Source,Environmental Conditions,Incubator Name,Incubator Column,Incubator Shelf,Event Frequency,Ageofdeath,Duration Not Fast Moving (d),Longest Gap in Measurement (d),Age at Death-Associated Posture Relaxation Start (d),Age at Death-Associated Posture Relaxation End (d),Censored,Censored Reason,Event Observation Type,Annotation Source,Technique,Analysis Type,Event Type,Special Flag
Vega,RL_010419,2,Vega_d::1,JK574::mated::equal::50::20::OP50-1,d::1,1,d,6.02656,3.42031,1.80937,1.89063,JK574,,mated,equal,50,20,20,OP50-1,,,,,1,21.0379,6.95833,0.0833333,,,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::1,JK574::mated::equal::50::20::OP50-1,d::1,1,d,6.02656,3.42031,1.80937,1.89063,JK574,,mated,equal,50,20,20,OP50-1,,,,,1,21.4337,7.1875,0,,,0,,Observed Multiple Worm,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::1,JK574::mated::equal::50::20::OP50-1,d::1,1,d,6.02656,3.42031,1.80937,1.89063,JK574,,mated,equal,50,20,20,OP50-1,,,,,1,21.4129,6.41667,0.0416667,38.9545,39.4962,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::1,JK574::mated::equal::50::20::OP50-1,d::1,1,d,6.02656,3.42031,1.80937,1.89063,JK574,,mated,equal,50,20,20,OP50-1,,,,,1,21.4129,3.54167,0.0416667,38.9962,39.5379,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::1,JK574::mated::equal::50::20::OP50-1,d::1,1,d,6.02656,3.42031,1.80937,1.89063,JK574,,mated,equal,50,20,20,OP50-1,,,,,1,21.6212,7.04167,0.0416667,38.9545,39.4962,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::1,JK574::mated::equal::50::20::OP50-1,d::1,1,d,6.02656,3.42031,1.80937,1.89063,JK574,,mated,equal,50,20,20,OP50-1,,,,,1,21.6629,7.58333,0.0833333,38.9129,39.5379,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::1,JK574::mated::equal::50::20::OP50-1,d::1,1,d,6.02656,3.42031,1.80937,1.89063,JK574,,mated,equal,50,20,20,OP50-1,,,,,1,22.0795,7.79167,0.0416667,38.8712,39.3295,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::1,JK574::mated::equal::50::20::OP50-1,d::1,1,d,6.02656,3.42031,1.80937,1.89063,JK574,,mated,equal,50,20,20,OP50-1,,,,,1,22.0795,6.75,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::1,JK574::mated::equal::50::20::OP50-1,d::1,1,d,6.02656,3.42031,1.80937,1.89063,JK574,,mated,equal,50,20,20,OP50-1,,,,,1,22.1212,9.79167,0.0833333,38.9545,39.4962,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::1,JK574::mated::equal::50::20::OP50-1,d::1,1,d,6.02656,3.42031,1.80937,1.89063,JK574,,mated,equal,50,20,20,OP50-1,,,,,1,22.2045,5.45833,0,,,0,,Observed Multiple Worm,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::1,JK574::mated::equal::50::20::OP50-1,d::1,1,d,6.02656,3.42031,1.80937,1.89063,JK574,,mated,equal,50,20,20,OP50-1,,,,,1,22.2462,8.0625,0,35.4545,36.3295,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::1,JK574::mated::equal::50::20::OP50-1,d::1,1,d,6.02656,3.42031,1.80937,1.89063,JK574,,mated,equal,50,20,20,OP50-1,,,,,1,22.7462,4.45833,0.0416667,38.9545,39.5379,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::1,JK574::mated::equal::50::20::OP50-1,d::1,1,d,6.02656,3.42031,1.80937,1.89063,JK574,,mated,equal,50,20,20,OP50-1,,,,,1,23.0379,8,0.0416667,35.4962,35.9545,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::1,JK574::mated::equal::50::20::OP50-1,d::1,1,d,6.02656,3.42031,1.80937,1.89063,JK574,,mated,equal,50,20,20,OP50-1,,,,,1,23.4545,1.04167,0,27.4545,27.7879,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::1,JK574::mated::equal::50::20::OP50-1,d::1,1,d,6.02656,3.42031,1.80937,1.89063,JK574,,mated,equal,50,20,20,OP50-1,,,,,1,23.7879,9.04167,0.0416667,23.8712,25.0379,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::1,JK574::mated::equal::50::20::OP50-1,d::1,1,d,6.02656,3.42031,1.80937,1.89063,JK574,,mated,equal,50,20,20,OP50-1,,,,,1,23.9545,10.4167,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::1,JK574::mated::equal::50::20::OP50-1,d::1,1,d,6.02656,3.42031,1.80937,1.89063,JK574,,mated,equal,50,20,20,OP50-1,,,,,1,24.1212,9.875,0,,,0,,Observed Multiple Worm,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::1,JK574::mated::equal::50::20::OP50-1,d::1,1,d,6.02656,3.42031,1.80937,1.89063,JK574,,mated,equal,50,20,20,OP50-1,,,,,1,24.2879,10.4583,0,38.8295,39.5379,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::1,JK574::mated::equal::50::20::OP50-1,d::1,1,d,6.02656,3.42031,1.80937,1.89063,JK574,,mated,equal,50,20,20,OP50-1,,,,,1,24.2879,10.1667,0.0833333,,,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::1,JK574::mated::equal::50::20::OP50-1,d::1,1,d,6.02656,3.42031,1.80937,1.89063,JK574,,mated,equal,50,20,20,OP50-1,,,,,1,24.4129,10.3333,0.0833333,23.9129,24.9962,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::1,JK574::mated::equal::50::20::OP50-1,d::1,1,d,6.02656,3.42031,1.80937,1.89063,JK574,,mated,equal,50,20,20,OP50-1,,,,,1,24.5795,7.83333,0,,,0,,Observed Multiple Worm,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::1,JK574::mated::equal::50::20::OP50-1,d::1,1,d,6.02656,3.42031,1.80937,1.89063,JK574,,mated,equal,50,20,20,OP50-1,,,,,1,25.2462,11,0,,,0,,Observed Multiple Worm,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::1,JK574::mated::equal::50::20::OP50-1,d::1,1,d,6.02656,3.42031,1.80937,1.89063,JK574,,mated,equal,50,20,20,OP50-1,,,,,1,25.3712,11.0833,0,38.9545,39.5379,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::1,JK574::mated::equal::50::20::OP50-1,d::1,1,d,6.02656,3.42031,1.80937,1.89063,JK574,,mated,equal,50,20,20,OP50-1,,,,,1,26.4962,11.25,0,28.1212,28.8712,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::1,JK574::mated::equal::50::20::OP50-1,d::1,1,d,6.02656,3.42031,1.80937,1.89063,JK574,,mated,equal,50,20,20,OP50-1,,,,,1,26.6212,4.5,0.208333,38.9962,39.3295,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::1,JK574::mated::equal::50::20::OP50-1,d::1,1,d,6.02656,3.42031,1.80937,1.89063,JK574,,mated,equal,50,20,20,OP50-1,,,,,1,26.8712,8.45833,0,35.4962,36.0795,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::2,PX632::mated::skew::31::20::OP50-1,b::2,2,b,2.12344,5.76719,1.84688,1.88437,PX632,,mated,skew,31,20,20,OP50-1,,,,,1,9.80869,1.91667,0.0416667,,,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::2,PX632::mated::skew::31::20::OP50-1,b::2,2,b,2.12344,5.76719,1.84688,1.88437,PX632,,mated,skew,31,20,20,OP50-1,,,,,1,12.4337,2.95833,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::2,PX632::mated::skew::31::20::OP50-1,b::2,2,b,2.12344,5.76719,1.84688,1.88437,PX632,,mated,skew,31,20,20,OP50-1,,,,,1,12.9754,3.25,0.0416667,20.9337,21.3504,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::2,PX632::mated::skew::31::20::OP50-1,b::2,2,b,2.12344,5.76719,1.84688,1.88437,PX632,,mated,skew,31,20,20,OP50-1,,,,,1,13.267,0.625,0.0416667,13.767,14.5587,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::2,PX632::mated::skew::31::20::OP50-1,b::2,2,b,2.12344,5.76719,1.84688,1.88437,PX632,,mated,skew,31,20,20,OP50-1,,,,,1,14.267,3.25,0.0416667,,,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::2,PX632::mated::skew::31::20::OP50-1,b::2,2,b,2.12344,5.76719,1.84688,1.88437,PX632,,mated,skew,31,20,20,OP50-1,,,,,1,14.3504,0.875,0.0416667,,,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::2,PX632::mated::skew::31::20::OP50-1,b::2,2,b,2.12344,5.76719,1.84688,1.88437,PX632,,mated,skew,31,20,20,OP50-1,,,,,1,14.3504,1.41667,0.0416667,,,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::2,PX632::mated::skew::31::20::OP50-1,b::2,2,b,2.12344,5.76719,1.84688,1.88437,PX632,,mated,skew,31,20,20,OP50-1,,,,,1,14.392,1.20833,0.0416667,14.5587,17.7254,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::2,PX632::mated::skew::31::20::OP50-1,b::2,2,b,2.12344,5.76719,1.84688,1.88437,PX632,,mated,skew,31,20,20,OP50-1,,,,,1,14.8504,0.791667,0.0416667,16.017,19.4337,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::2,PX632::mated::skew::31::20::OP50-1,b::2,2,b,2.12344,5.76719,1.84688,1.88437,PX632,,mated,skew,31,20,20,OP50-1,,,,,1,15.4337,1.16667,0.0416667,16.642,17.5587,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::2,PX632::mated::skew::31::20::OP50-1,b::2,2,b,2.12344,5.76719,1.84688,1.88437,PX632,,mated,skew,31,20,20,OP50-1,,,,,1,16.392,2.79167,0.0416667,16.2254,18.0587,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::2,PX632::mated::skew::31::20::OP50-1,b::2,2,b,2.12344,5.76719,1.84688,1.88437,PX632,,mated,skew,31,20,20,OP50-1,,,,,1,17.642,5.125,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::2,PX632::mated::skew::31::20::OP50-1,b::2,2,b,2.12344,5.76719,1.84688,1.88437,PX632,,mated,skew,31,20,20,OP50-1,,,,,1,17.6837,3.625,0.0416667,19.4754,21.6004,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::2,PX632::mated::skew::31::20::OP50-1,b::2,2,b,2.12344,5.76719,1.84688,1.88437,PX632,,mated,skew,31,20,20,OP50-1,,,,,1,21.9337,2.83333,0.0416667,23.892,26.4337,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::2,PX632::mated::skew::31::20::OP50-1,b::2,2,b,2.12344,5.76719,1.84688,1.88437,PX632,,mated,skew,31,20,20,OP50-1,,,,,1,22.9754,7.58333,0.0416667,25.1004,26.767,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::2,PX632::mated::skew::31::20::OP50-1,b::2,2,b,2.12344,5.76719,1.84688,1.88437,PX632,,mated,skew,31,20,20,OP50-1,,,,,1,27.392,13.3333,0.208333,,,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::2,PX632::mated::skew::31::20::OP50-1,b::2,2,b,2.12344,5.76719,1.84688,1.88437,PX632,,mated,skew,31,20,20,OP50-1,,,,,1,28.4754,11.5417,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::2,PX632::mated::skew::31::20::OP50-1,b::2,2,b,2.12344,5.76719,1.84688,1.88437,PX632,,mated,skew,31,20,20,OP50-1,,,,,1,28.517,11.25,0.208333,28.392,29.767,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::2,PX632::mated::skew::31::20::OP50-1,b::2,2,b,2.12344,5.76719,1.84688,1.88437,PX632,,mated,skew,31,20,20,OP50-1,,,,,1,28.6837,8.5,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::2,PX632::mated::skew::31::20::OP50-1,b::2,2,b,2.12344,5.76719,1.84688,1.88437,PX632,,mated,skew,31,20,20,OP50-1,,,,,1,29.517,14.0833,0.208333,,,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::2,PX632::mated::skew::31::20::OP50-1,b::2,2,b,2.12344,5.76719,1.84688,1.88437,PX632,,mated,skew,31,20,20,OP50-1,,,,,1,29.9337,7.33333,0.208333,29.392,31.4337,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_b::2,PX632::mated::skew::31::20::OP50-1,b::2,2,b,2.12344,5.76719,1.84688,1.88437,PX632,,mated,skew,31,20,20,OP50-1,,,,,1,33.5587,4.33333,0.0416667,36.142,38.8504,0,,,Automated Analysis,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::3,PX632::mated::skew::25::20::OP50-1,c::3,3,c,4.06562,7.8125,1.8625,1.875,PX632,,mated,skew,25,20,20,OP50-1,,,,,1,9.44411,1.08333,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::3,PX632::mated::skew::25::20::OP50-1,c::3,3,c,4.06562,7.8125,1.8625,1.875,PX632,,mated,skew,25,20,20,OP50-1,,,,,1,10.8816,49709.7,0,14.9441,15.4024,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::3,PX632::mated::skew::25::20::OP50-1,c::3,3,c,4.06562,7.8125,1.8625,1.875,PX632,,mated,skew,25,20,20,OP50-1,,,,,1,18.4858,4.54167,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::3,PX632::mated::skew::25::20::OP50-1,c::3,3,c,4.06562,7.8125,1.8625,1.875,PX632,,mated,skew,25,20,20,OP50-1,,,,,1,19.0274,5.08333,0,17.9858,20.2358,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::3,PX632::mated::skew::25::20::OP50-1,c::3,3,c,4.06562,7.8125,1.8625,1.875,PX632,,mated,skew,25,20,20,OP50-1,,,,,1,19.2774,2.70833,0,19.1108,19.9441,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::3,PX632::mated::skew::25::20::OP50-1,c::3,3,c,4.06562,7.8125,1.8625,1.875,PX632,,mated,skew,25,20,20,OP50-1,,,,,1,20.8191,6.125,0,21.8608,23.8191,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::3,PX632::mated::skew::25::20::OP50-1,c::3,3,c,4.06562,7.8125,1.8625,1.875,PX632,,mated,skew,25,20,20,OP50-1,,,,,1,21.2358,7.16667,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::3,PX632::mated::skew::25::20::OP50-1,c::3,3,c,4.06562,7.8125,1.8625,1.875,PX632,,mated,skew,25,20,20,OP50-1,,,,,1,23.4233,4.64583,0,,,0,,Observed Multiple Worm,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::3,PX632::mated::skew::25::20::OP50-1,c::3,3,c,4.06562,7.8125,1.8625,1.875,PX632,,mated,skew,25,20,20,OP50-1,,,,,1,24.4858,8.70833,0,35.4858,35.9441,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::3,PX632::mated::skew::25::20::OP50-1,c::3,3,c,4.06562,7.8125,1.8625,1.875,PX632,,mated,skew,25,20,20,OP50-1,,,,,1,25.3191,9.66667,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::3,PX632::mated::skew::25::20::OP50-1,c::3,3,c,4.06562,7.8125,1.8625,1.875,PX632,,mated,skew,25,20,20,OP50-1,,,,,1,25.8608,8.08333,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::3,PX632::mated::skew::25::20::OP50-1,c::3,3,c,4.06562,7.8125,1.8625,1.875,PX632,,mated,skew,25,20,20,OP50-1,,,,,1,26.0691,6.58333,0,35.4858,35.9441,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::3,PX632::mated::skew::25::20::OP50-1,c::3,3,c,4.06562,7.8125,1.8625,1.875,PX632,,mated,skew,25,20,20,OP50-1,,,,,1,26.6108,7.83333,0,,,0,,Observed Multiple Worm,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::3,PX632::mated::skew::25::20::OP50-1,c::3,3,c,4.06562,7.8125,1.8625,1.875,PX632,,mated,skew,25,20,20,OP50-1,,,,,1,27.1941,7.45833,0,27.1941,29.4024,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::3,PX632::mated::skew::25::20::OP50-1,c::3,3,c,4.06562,7.8125,1.8625,1.875,PX632,,mated,skew,25,20,20,OP50-1,,,,,1,27.5691,10.5833,0,27.3608,28.6108,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::3,PX632::mated::skew::25::20::OP50-1,c::3,3,c,4.06562,7.8125,1.8625,1.875,PX632,,mated,skew,25,20,20,OP50-1,,,,,1,28.0691,9.45833,0,27.0691,29.4024,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::3,PX632::mated::skew::25::20::OP50-1,c::3,3,c,4.06562,7.8125,1.8625,1.875,PX632,,mated,skew,25,20,20,OP50-1,,,,,1,28.2358,12.7917,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::3,PX632::mated::skew::25::20::OP50-1,c::3,3,c,4.06562,7.8125,1.8625,1.875,PX632,,mated,skew,25,20,20,OP50-1,,,,,1,30.5691,15.375,0,35.4858,35.9441,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_c::3,PX632::mated::skew::25::20::OP50-1,c::3,3,c,4.06562,7.8125,1.8625,1.875,PX632,,mated,skew,25,20,20,OP50-1,,,,,1,32.7358,15,0,31.9858,33.6524,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::2,JK574::virgin::null::58::20::OP50-1,d::2,2,d,6.01875,5.76406,1.825,1.89063,JK574,,virgin,null,58,20,20,OP50-1,,,,,1,10.7462,1.20833,0,38.9545,39.4962,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::2,JK574::virgin::null::58::20::OP50-1,d::2,2,d,6.01875,5.76406,1.825,1.89063,JK574,,virgin,null,58,20,20,OP50-1,,,,,1,10.7879,2.08333,0,38.9545,39.5795,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::2,JK574::virgin::null::58::20::OP50-1,d::2,2,d,6.01875,5.76406,1.825,1.89063,JK574,,virgin,null,58,20,20,OP50-1,,,,,1,11.1629,0.375,0,38.9545,40.2045,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::2,JK574::virgin::null::58::20::OP50-1,d::2,2,d,6.01875,5.76406,1.825,1.89063,JK574,,virgin,null,58,20,20,OP50-1,,,,,1,11.3712,3.97917,0,12.6629,13.2462,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::2,JK574::virgin::null::58::20::OP50-1,d::2,2,d,6.01875,5.76406,1.825,1.89063,JK574,,virgin,null,58,20,20,OP50-1,,,,,1,11.7879,4.39583,0,17.1629,17.7045,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::2,JK574::virgin::null::58::20::OP50-1,d::2,2,d,6.01875,5.76406,1.825,1.89063,JK574,,virgin,null,58,20,20,OP50-1,,,,,1,11.9545,4.5,0,11.7045,12.7462,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::2,JK574::virgin::null::58::20::OP50-1,d::2,2,d,6.01875,5.76406,1.825,1.89063,JK574,,virgin,null,58,20,20,OP50-1,,,,,1,12.4545,3.5,0,38.9545,39.5379,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::2,JK574::virgin::null::58::20::OP50-1,d::2,2,d,6.01875,5.76406,1.825,1.89063,JK574,,virgin,null,58,20,20,OP50-1,,,,,1,12.5795,1.58333,0,38.9545,39.4962,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::2,JK574::virgin::null::58::20::OP50-1,d::2,2,d,6.01875,5.76406,1.825,1.89063,JK574,,virgin,null,58,20,20,OP50-1,,,,,1,13.6629,6.27083,0,15.7462,16.0795,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::2,JK574::virgin::null::58::20::OP50-1,d::2,2,d,6.01875,5.76406,1.825,1.89063,JK574,,virgin,null,58,20,20,OP50-1,,,,,1,13.7045,2.70833,0,13.0795,13.9962,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::2,JK574::virgin::null::58::20::OP50-1,d::2,2,d,6.01875,5.76406,1.825,1.89063,JK574,,virgin,null,58,20,20,OP50-1,,,,,1,13.9129,6.52083,0,12.9962,14.0379,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::2,JK574::virgin::null::58::20::OP50-1,d::2,2,d,6.01875,5.76406,1.825,1.89063,JK574,,virgin,null,58,20,20,OP50-1,,,,,1,14.0795,2.29167,0,38.9545,39.3295,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::2,JK574::virgin::null::58::20::OP50-1,d::2,2,d,6.01875,5.76406,1.825,1.89063,JK574,,virgin,null,58,20,20,OP50-1,,,,,1,14.2462,1.29167,0,38.9545,39.6629,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::2,JK574::virgin::null::58::20::OP50-1,d::2,2,d,6.01875,5.76406,1.825,1.89063,JK574,,virgin,null,58,20,20,OP50-1,,,,,1,14.5379,4.70833,0,38.9545,39.5379,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::2,JK574::virgin::null::58::20::OP50-1,d::2,2,d,6.01875,5.76406,1.825,1.89063,JK574,,virgin,null,58,20,20,OP50-1,,,,,1,14.5795,2.83333,0,15.7879,16.1629,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::2,JK574::virgin::null::58::20::OP50-1,d::2,2,d,6.01875,5.76406,1.825,1.89063,JK574,,virgin,null,58,20,20,OP50-1,,,,,1,14.7045,5.125,0,38.9545,39.9129,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::2,JK574::virgin::null::58::20::OP50-1,d::2,2,d,6.01875,5.76406,1.825,1.89063,JK574,,virgin,null,58,20,20,OP50-1,,,,,1,14.9129,3.91667,0,38.9545,39.4962,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::2,JK574::virgin::null::58::20::OP50-1,d::2,2,d,6.01875,5.76406,1.825,1.89063,JK574,,virgin,null,58,20,20,OP50-1,,,,,1,15.2879,5.625,0,38.9545,39.4962,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::2,JK574::virgin::null::58::20::OP50-1,d::2,2,d,6.01875,5.76406,1.825,1.89063,JK574,,virgin,null,58,20,20,OP50-1,,,,,1,15.6212,6.375,0,38.9962,39.3295,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::2,JK574::virgin::null::58::20::OP50-1,d::2,2,d,6.01875,5.76406,1.825,1.89063,JK574,,virgin,null,58,20,20,OP50-1,,,,,1,15.8295,4.54167,0,38.9545,39.4962,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::2,JK574::virgin::null::58::20::OP50-1,d::2,2,d,6.01875,5.76406,1.825,1.89063,JK574,,virgin,null,58,20,20,OP50-1,,,,,1,15.9129,5.33333,0,15.3712,16.7045,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::2,JK574::virgin::null::58::20::OP50-1,d::2,2,d,6.01875,5.76406,1.825,1.89063,JK574,,virgin,null,58,20,20,OP50-1,,,,,1,15.9129,4.91667,0,38.9545,39.4962,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::2,JK574::virgin::null::58::20::OP50-1,d::2,2,d,6.01875,5.76406,1.825,1.89063,JK574,,virgin,null,58,20,20,OP50-1,,,,,1,15.9754,4.27083,0,,,0,,Observed Multiple Worm,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::2,JK574::virgin::null::58::20::OP50-1,d::2,2,d,6.01875,5.76406,1.825,1.89063,JK574,,virgin,null,58,20,20,OP50-1,,,,,1,16.3295,1.29167,0,38.9962,39.5379,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::2,JK574::virgin::null::58::20::OP50-1,d::2,2,d,6.01875,5.76406,1.825,1.89063,JK574,,virgin,null,58,20,20,OP50-1,,,,,1,16.7462,5.75,0,38.9545,39.5379,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::2,JK574::virgin::null::58::20::OP50-1,d::2,2,d,6.01875,5.76406,1.825,1.89063,JK574,,virgin,null,58,20,20,OP50-1,,,,,1,17.2879,6.29167,0,17.1212,18.3712,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::2,JK574::virgin::null::58::20::OP50-1,d::2,2,d,6.01875,5.76406,1.825,1.89063,JK574,,virgin,null,58,20,20,OP50-1,,,,,1,17.8712,5.79167,0,38.9962,39.4545,0,,,Storyboard Annotation,Lifespan Machine,,,
Vega,RL_010419,2,Vega_d::2,JK574::virgin::null::58::20::OP50-1,d::2,2,d,6.01875,5.76406,1.825,1.89063,JK574,,virgin,null,58,20,20,OP50-1,,,,,1,17.9962,7.25,0,38.9962,39.6629,0,,,Storyboard Annotation,Lifespan Machine,,,
