Device,Experiment,Plate Name,Animal Description,Plate Position Name,Plate Row,Plate Column,Plate Center Position X (inches),Plate Center Position Y (inches),Plate Size X (inches),Plate Size Y (inches),Strain,Genotype,Condition 1,Condition 2,Condition 3,Culturing Temperature,Experiment Temperature, Food Source,Environmental Conditions,Incubator Name,Incubator Column,Incubator Shelf,Event Frequency,Age at Death (d) Raw,Duration Not Fast Moving (d),Longest Gap in Measurement (d),Duration before death contraction end (d),Censored,Censored Reason,Event Observation Type,Annotation Source,Technique,Analysis Type,Event Type
Draco,CeNDR_012519_2,Draco_d::1,JU2526::Rep(2)::Total(38)::20::OP50-1,d::1,1,d,6.09531,3.40781,1.79688,1.85938,JU2526,,,2,38,20,20,OP50-1,,,,,1,33.9987,0.916667,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Draco,CeNDR_012519_2,Draco_d::1,JU2526::Rep(2)::Total(38)::20::OP50-1,d::1,1,d,6.09531,3.40781,1.79688,1.85938,JU2526,,,2,38,20,20,OP50-1,,,,,1,34.082,6.97917,0,,0,,,Storyboard Annotation,Lifespan Machine,,
Draco,CeNDR_012519_2,Draco_d::1,JU2526::Rep(2)::Total(38)::20::OP50-1,d::1,1,d,6.09531,3.40781,1.79688,1.85938,JU2526,,,2,38,20,20,OP50-1,,,,,1,34.207,3.625,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Draco,CeNDR_012519_2,Draco_d::1,JU2526::Rep(2)::Total(38)::20::OP50-1,d::1,1,d,6.09531,3.40781,1.79688,1.85938,JU2526,,,2,38,20,20,OP50-1,,,,,1,35.2903,3,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Draco,CeNDR_012519_2,Draco_d::1,JU2526::Rep(2)::Total(38)::20::OP50-1,d::1,1,d,6.09531,3.40781,1.79688,1.85938,JU2526,,,2,38,20,20,OP50-1,,,,,1,37.1237,8.04167,0,,0,,,Storyboard Annotation,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_b::0,JU2526::Rep(4)::Total(37)::20::OP50-1,b::0,0,b,2.04531,1.13594,1.89688,1.85312,JU2526,,,4,37,20,20,OP50-1,,,,,1,12.2278,0.666667,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_b::0,JU2526::Rep(4)::Total(37)::20::OP50-1,b::0,0,b,2.04531,1.13594,1.89688,1.85312,JU2526,,,4,37,20,20,OP50-1,,,,,1,13.8945,0.416667,0,,0,,,Storyboard Annotation,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_b::0,JU2526::Rep(4)::Total(37)::20::OP50-1,b::0,0,b,2.04531,1.13594,1.89688,1.85312,JU2526,,,4,37,20,20,OP50-1,,,,,1,14.8945,0.25,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_b::0,JU2526::Rep(4)::Total(37)::20::OP50-1,b::0,0,b,2.04531,1.13594,1.89688,1.85312,JU2526,,,4,37,20,20,OP50-1,,,,,1,19.8945,5.66667,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_b::0,JU2526::Rep(4)::Total(37)::20::OP50-1,b::0,0,b,2.04531,1.13594,1.89688,1.85312,JU2526,,,4,37,20,20,OP50-1,,,,,1,20.2278,1.04167,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_b::0,JU2526::Rep(4)::Total(37)::20::OP50-1,b::0,0,b,2.04531,1.13594,1.89688,1.85312,JU2526,,,4,37,20,20,OP50-1,,,,,1,20.6445,1.95833,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_b::0,JU2526::Rep(4)::Total(37)::20::OP50-1,b::0,0,b,2.04531,1.13594,1.89688,1.85312,JU2526,,,4,37,20,20,OP50-1,,,,,1,22.3528,6.79167,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_b::0,JU2526::Rep(4)::Total(37)::20::OP50-1,b::0,0,b,2.04531,1.13594,1.89688,1.85312,JU2526,,,4,37,20,20,OP50-1,,,,,1,23.4361,1.25,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_b::0,JU2526::Rep(4)::Total(37)::20::OP50-1,b::0,0,b,2.04531,1.13594,1.89688,1.85312,JU2526,,,4,37,20,20,OP50-1,,,,,1,24.7278,3.04167,0,,0,,,Storyboard Annotation,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_b::0,JU2526::Rep(4)::Total(37)::20::OP50-1,b::0,0,b,2.04531,1.13594,1.89688,1.85312,JU2526,,,4,37,20,20,OP50-1,,,,,1,25.0611,1.04167,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_b::0,JU2526::Rep(4)::Total(37)::20::OP50-1,b::0,0,b,2.04531,1.13594,1.89688,1.85312,JU2526,,,4,37,20,20,OP50-1,,,,,1,25.5195,0.583333,0,,0,,,Storyboard Annotation,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_b::0,JU2526::Rep(4)::Total(37)::20::OP50-1,b::0,0,b,2.04531,1.13594,1.89688,1.85312,JU2526,,,4,37,20,20,OP50-1,,,,,1,25.5195,3.29167,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_b::0,JU2526::Rep(4)::Total(37)::20::OP50-1,b::0,0,b,2.04531,1.13594,1.89688,1.85312,JU2526,,,4,37,20,20,OP50-1,,,,,1,26.4986,1.1875,0.75,,0,,,Automated Analysis,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_b::0,JU2526::Rep(4)::Total(37)::20::OP50-1,b::0,0,b,2.04531,1.13594,1.89688,1.85312,JU2526,,,4,37,20,20,OP50-1,,,,,1,26.4986,2.47917,0.75,,0,,,Automated Analysis,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_b::0,JU2526::Rep(4)::Total(37)::20::OP50-1,b::0,0,b,2.04531,1.13594,1.89688,1.85312,JU2526,,,4,37,20,20,OP50-1,,,,,1,26.4986,1.8125,0.75,,0,,,Automated Analysis,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_b::0,JU2526::Rep(4)::Total(37)::20::OP50-1,b::0,0,b,2.04531,1.13594,1.89688,1.85312,JU2526,,,4,37,20,20,OP50-1,,,,,1,27.7903,5.35417,0,,0,,Observed Multiple Worm,Storyboard Annotation,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_b::0,JU2526::Rep(4)::Total(37)::20::OP50-1,b::0,0,b,2.04531,1.13594,1.89688,1.85312,JU2526,,,4,37,20,20,OP50-1,,,,,1,28.2486,5.8125,0,,0,,Observed Multiple Worm,Storyboard Annotation,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_b::0,JU2526::Rep(4)::Total(37)::20::OP50-1,b::0,0,b,2.04531,1.13594,1.89688,1.85312,JU2526,,,4,37,20,20,OP50-1,,,,,1,28.8528,1.0625,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_b::0,JU2526::Rep(4)::Total(37)::20::OP50-1,b::0,0,b,2.04531,1.13594,1.89688,1.85312,JU2526,,,4,37,20,20,OP50-1,,,,,1,28.9778,3.875,0,,0,,,Storyboard Annotation,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_b::0,JU2526::Rep(4)::Total(37)::20::OP50-1,b::0,0,b,2.04531,1.13594,1.89688,1.85312,JU2526,,,4,37,20,20,OP50-1,,,,,1,29.1445,1.35417,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_b::0,JU2526::Rep(4)::Total(37)::20::OP50-1,b::0,0,b,2.04531,1.13594,1.89688,1.85312,JU2526,,,4,37,20,20,OP50-1,,,,,1,30.2278,2.4375,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_b::0,JU2526::Rep(4)::Total(37)::20::OP50-1,b::0,0,b,2.04531,1.13594,1.89688,1.85312,JU2526,,,4,37,20,20,OP50-1,,,,,1,31.5195,3.72917,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_b::0,JU2526::Rep(4)::Total(37)::20::OP50-1,b::0,0,b,2.04531,1.13594,1.89688,1.85312,JU2526,,,4,37,20,20,OP50-1,,,,,1,32.1861,4.39583,0,,0,,,Storyboard Annotation,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_b::0,JU2526::Rep(4)::Total(37)::20::OP50-1,b::0,0,b,2.04531,1.13594,1.89688,1.85312,JU2526,,,4,37,20,20,OP50-1,,,,,1,33.8945,2.70833,0,,0,,,Storyboard Annotation,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_b::0,JU2526::Rep(4)::Total(37)::20::OP50-1,b::0,0,b,2.04531,1.13594,1.89688,1.85312,JU2526,,,4,37,20,20,OP50-1,,,,,1,34.9778,7.1875,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_b::0,JU2526::Rep(4)::Total(37)::20::OP50-1,b::0,0,b,2.04531,1.13594,1.89688,1.85312,JU2526,,,4,37,20,20,OP50-1,,,,,1,35.0611,3.25,0,,0,,,Storyboard Annotation,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_b::0,JU2526::Rep(4)::Total(37)::20::OP50-1,b::0,0,b,2.04531,1.13594,1.89688,1.85312,JU2526,,,4,37,20,20,OP50-1,,,,,1,35.1861,4.04167,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_b::0,JU2526::Rep(4)::Total(37)::20::OP50-1,b::0,0,b,2.04531,1.13594,1.89688,1.85312,JU2526,,,4,37,20,20,OP50-1,,,,,1,36.2695,4.58333,0,,0,,,Storyboard Annotation,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_d::0,JU2526::Rep(3)::Total(31)::20::OP50-1,d::0,0,d,6.07969,1.11719,1.80313,1.85312,JU2526,,,3,31,20,20,OP50-1,,,,,1,12.5403,0.458333,0,,0,,,Storyboard Annotation,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_d::0,JU2526::Rep(3)::Total(31)::20::OP50-1,d::0,0,d,6.07969,1.11719,1.80313,1.85312,JU2526,,,3,31,20,20,OP50-1,,,,,1,12.6653,0.958333,0,,0,,,Storyboard Annotation,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_d::0,JU2526::Rep(3)::Total(31)::20::OP50-1,d::0,0,d,6.07969,1.11719,1.80313,1.85312,JU2526,,,3,31,20,20,OP50-1,,,,,1,14.082,1.41667,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_d::0,JU2526::Rep(3)::Total(31)::20::OP50-1,d::0,0,d,6.07969,1.11719,1.80313,1.85312,JU2526,,,3,31,20,20,OP50-1,,,,,1,14.332,1.66667,0,,0,,,Storyboard Annotation,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_d::0,JU2526::Rep(3)::Total(31)::20::OP50-1,d::0,0,d,6.07969,1.11719,1.80313,1.85312,JU2526,,,3,31,20,20,OP50-1,,,,,1,15.7903,1.70833,0,,0,,,Storyboard Annotation,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_d::0,JU2526::Rep(3)::Total(31)::20::OP50-1,d::0,0,d,6.07969,1.11719,1.80313,1.85312,JU2526,,,3,31,20,20,OP50-1,,,,,1,16.0403,0.291667,0,,0,,,Storyboard Annotation,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_d::0,JU2526::Rep(3)::Total(31)::20::OP50-1,d::0,0,d,6.07969,1.11719,1.80313,1.85312,JU2526,,,3,31,20,20,OP50-1,,,,,1,19.1236,1.79167,0,,0,,,Storyboard Annotation,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_d::0,JU2526::Rep(3)::Total(31)::20::OP50-1,d::0,0,d,6.07969,1.11719,1.80313,1.85312,JU2526,,,3,31,20,20,OP50-1,,,,,1,21.4986,0.666667,0,,0,,,Storyboard Annotation,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_d::0,JU2526::Rep(3)::Total(31)::20::OP50-1,d::0,0,d,6.07969,1.11719,1.80313,1.85312,JU2526,,,3,31,20,20,OP50-1,,,,,1,21.9986,4.95833,0,,0,,,Storyboard Annotation,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_d::0,JU2526::Rep(3)::Total(31)::20::OP50-1,d::0,0,d,6.07969,1.11719,1.80313,1.85312,JU2526,,,3,31,20,20,OP50-1,,,,,1,22.2486,1.29167,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_d::0,JU2526::Rep(3)::Total(31)::20::OP50-1,d::0,0,d,6.07969,1.11719,1.80313,1.85312,JU2526,,,3,31,20,20,OP50-1,,,,,1,22.707,1.75,0,,0,,Observed Multiple Worm,Storyboard Annotation,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_d::0,JU2526::Rep(3)::Total(31)::20::OP50-1,d::0,0,d,6.07969,1.11719,1.80313,1.85312,JU2526,,,3,31,20,20,OP50-1,,,,,1,26.082,5.125,0,,0,,Observed Multiple Worm,Storyboard Annotation,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_d::0,JU2526::Rep(3)::Total(31)::20::OP50-1,d::0,0,d,6.07969,1.11719,1.80313,1.85312,JU2526,,,3,31,20,20,OP50-1,,,,,1,26.2695,0.479167,1.16667,,0,,,Automated Analysis,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_d::0,JU2526::Rep(3)::Total(31)::20::OP50-1,d::0,0,d,6.07969,1.11719,1.80313,1.85312,JU2526,,,3,31,20,20,OP50-1,,,,,1,27.9986,7.04167,0,,0,,,Storyboard Annotation,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_d::0,JU2526::Rep(3)::Total(31)::20::OP50-1,d::0,0,d,6.07969,1.11719,1.80313,1.85312,JU2526,,,3,31,20,20,OP50-1,,,,,1,28.1653,0.166667,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_d::0,JU2526::Rep(3)::Total(31)::20::OP50-1,d::0,0,d,6.07969,1.11719,1.80313,1.85312,JU2526,,,3,31,20,20,OP50-1,,,,,1,28.2486,6.29167,0,,0,,,Storyboard Annotation,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_d::0,JU2526::Rep(3)::Total(31)::20::OP50-1,d::0,0,d,6.07969,1.11719,1.80313,1.85312,JU2526,,,3,31,20,20,OP50-1,,,,,1,28.8736,4.25,0,,0,,,Storyboard Annotation,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_d::0,JU2526::Rep(3)::Total(31)::20::OP50-1,d::0,0,d,6.07969,1.11719,1.80313,1.85312,JU2526,,,3,31,20,20,OP50-1,,,,,1,29.082,4.54167,0,,0,,,Storyboard Annotation,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_d::0,JU2526::Rep(3)::Total(31)::20::OP50-1,d::0,0,d,6.07969,1.11719,1.80313,1.85312,JU2526,,,3,31,20,20,OP50-1,,,,,1,29.3736,1.375,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_d::0,JU2526::Rep(3)::Total(31)::20::OP50-1,d::0,0,d,6.07969,1.11719,1.80313,1.85312,JU2526,,,3,31,20,20,OP50-1,,,,,1,31.6236,3.625,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_d::0,JU2526::Rep(3)::Total(31)::20::OP50-1,d::0,0,d,6.07969,1.11719,1.80313,1.85312,JU2526,,,3,31,20,20,OP50-1,,,,,1,31.6653,7.29167,0,,0,,,Storyboard Annotation,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_d::0,JU2526::Rep(3)::Total(31)::20::OP50-1,d::0,0,d,6.07969,1.11719,1.80313,1.85312,JU2526,,,3,31,20,20,OP50-1,,,,,1,32.0403,4.04167,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_d::0,JU2526::Rep(3)::Total(31)::20::OP50-1,d::0,0,d,6.07969,1.11719,1.80313,1.85312,JU2526,,,3,31,20,20,OP50-1,,,,,1,33.6236,4,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
Hydra,CeNDR_012519_1,Hydra_d::0,JU2526::Rep(3)::Total(31)::20::OP50-1,d::0,0,d,6.07969,1.11719,1.80313,1.85312,JU2526,,,3,31,20,20,OP50-1,,,,,1,35.2903,7.29167,0.0416667,,0,,,Automated Analysis,Lifespan Machine,,
